;Date;Channel;Duration;User
25561;25/02/20;Movies;32;100008
25562;08/08/20;News;11;100032
25563;29/10/20;Fiction;13;100026
25564;12/07/20;Movies;41;100038
25565;09/10/20;Movies;8;100000
25566;04/06/20;Movies;58;100014
25567;24/05/20;Fiction;26;100016
25568;02/03/20;Sport;30;100031
25569;13/06/20;News;2;100022
25570;26/04/20;Movies;14;100012
25571;15/03/20;Movies;9;100025
25572;18/04/20;Fiction;13;100024
25573;02/07/20;Movies;9;100018
25574;11/02/20;Fiction;5;100015
25575;02/08/20;Sport;16;100023
25576;19/12/20;Fiction;29;100003
25577;11/10/20;News;3;100009
25578;12/03/20;Movies;9;100032
25579;17/01/20;News;11;100000
25580;11/02/20;Sport;18;100017
25581;01/07/20;Sport;36;100005
25582;17/08/20;News;7;100043
25583;23/12/20;Movies;5;100009
25584;28/01/20;Fiction;9;100031
25585;28/06/20;Sport;26;100027
25586;11/11/20;Movies;32;100019
25587;03/02/20;Movies;9;100044
25588;09/06/20;Movies;67;100013
25589;30/05/20;Movies;37;100026
25590;07/09/20;Fiction;3;100036
25591;08/08/20;Movies;9;100002
25592;25/10/20;Sport;6;100047
25593;04/05/20;Movies;12;100017
25594;04/05/20;Sport;67;100038
25595;03/05/20;Fiction;16;100033
25596;14/04/20;News;0;100009
25597;25/11/20;News;11;100012
25598;26/07/20;Fiction;15;100012
25599;02/07/20;Fiction;2;100001
25600;18/08/20;News;7;100043
25601;26/05/20;Fiction;26;100011
25602;18/07/20;News;0;100030
25603;02/05/20;Fiction;8;100022
25604;21/10/20;Movies;6;100017
25605;30/10/20;Sport;48;100031
25606;22/04/20;News;3;100041
25607;16/08/20;Sport;5;100031
25608;15/07/20;Fiction;6;100009
25609;15/01/20;Sport;0;100015
25610;01/05/20;News;14;100021
25611;24/09/20;Movies;50;100043
25612;05/10/20;Fiction;12;100029
25613;10/04/20;Sport;75;100047
25614;16/01/20;Movies;3;100033
25615;26/02/20;Movies;8;100013
25616;12/02/20;Sport;24;100024
25617;28/07/20;News;6;100026
25618;30/07/20;Fiction;8;100021
25619;09/07/20;Fiction;19;100001
25620;14/08/20;News;17;100031
25621;06/07/20;Sport;9;100030
25622;03/09/20;Sport;21;100045
25623;15/08/20;Sport;29;100039
25624;01/04/20;Fiction;27;100043
25625;20/02/20;Movies;18;100044
25626;25/07/20;Sport;12;100043
25627;07/06/20;Fiction;23;100005
25628;21/11/20;News;0;100033
25629;27/02/20;Sport;29;100040
25630;28/12/20;Movies;0;100027
25631;26/05/20;News;10;100043
25632;12/05/20;News;11;100018
25633;07/02/20;News;9;100041
25634;06/06/20;Movies;2;100006
25635;24/05/20;Sport;11;100029
25636;19/09/20;Fiction;1;100004
25637;06/11/20;Sport;25;100048
25638;12/11/20;Movies;5;100009
25639;12/09/20;Movies;68;100024
25640;01/03/20;News;2;100044
25641;06/01/20;Movies;114;100002
25642;28/01/20;Sport;25;100033
25643;23/11/20;Sport;84;100011
25644;20/10/20;News;5;100010
25645;28/02/20;Sport;27;100034
25646;04/01/20;Fiction;18;100035
25647;10/12/20;Fiction;25;100022
25648;22/08/20;News;8;100003
25649;10/04/20;Fiction;15;100001
25650;26/09/20;Movies;60;100037
25651;04/07/20;Movies;44;100043
25652;04/06/20;Movies;76;100044
25653;11/08/20;Movies;15;100012
25654;27/07/20;Fiction;28;100041
25655;08/04/20;Fiction;15;100010
25656;11/01/20;Sport;27;100006
25657;19/01/20;Movies;28;100020
25658;17/12/20;Sport;142;100022
25659;06/12/20;News;2;100045
25660;13/02/20;News;13;100024
25661;03/10/20;Fiction;20;100013
25662;01/10/20;News;10;100008
25663;17/02/20;Fiction;17;100019
25664;02/12/20;Sport;45;100028
25665;23/05/20;Movies;9;100038
25666;03/01/20;Movies;12;100002
25667;10/07/20;Fiction;2;100017
25668;27/09/20;Sport;28;100004
25669;31/01/20;Movies;92;100014
25670;13/08/20;Movies;2;100027
25671;08/05/20;News;9;100004
25672;17/03/20;Sport;15;100004
25673;17/10/20;Sport;35;100014
25674;03/08/20;Movies;6;100026
25675;10/01/20;News;14;100004
25676;05/09/20;Movies;15;100034
25677;14/07/20;Fiction;24;100032
25678;18/12/20;Movies;88;100002
25679;15/11/20;Movies;10;100009
25680;27/01/20;News;3;100043
25681;19/12/20;Sport;23;100049
25682;24/10/20;Fiction;24;100037
25683;06/09/20;Movies;28;100023
25684;29/12/20;News;13;100047
25685;24/11/20;Movies;28;100034
25686;29/12/20;Fiction;3;100003
25687;24/03/20;Fiction;0;100031
25688;04/01/20;Sport;22;100030
25689;17/10/20;Fiction;15;100033
25690;17/02/20;Movies;4;100008
25691;24/07/20;Fiction;25;100033
25692;05/03/20;Movies;3;100026
25693;28/03/20;News;9;100014
25694;16/10/20;Fiction;4;100009
25695;23/04/20;Movies;2;100023
25696;10/12/20;Sport;65;100031
25697;05/01/20;Movies;15;100021
25698;06/04/20;Sport;32;100038
25699;05/10/20;News;0;100042
25700;16/04/20;Sport;21;100047
25701;28/10/20;News;2;100048
25702;08/12/20;Sport;19;100013
25703;19/03/20;News;13;100033
25704;13/01/20;News;15;100014
25705;06/12/20;Movies;5;100032
25706;18/04/20;Sport;32;100021
25707;10/06/20;Movies;36;100020
25708;21/07/20;Fiction;6;100030
25709;05/07/20;Fiction;27;100007
25710;01/12/20;News;13;100008
25711;20/09/20;Fiction;19;100010
25712;27/11/20;Fiction;9;100044
25713;28/09/20;Movies;8;100048
25714;03/06/20;Sport;3;100002
25715;16/08/20;Fiction;11;100033
25716;31/05/20;Movies;38;100026
25717;04/12/20;Movies;32;100043
25718;18/07/20;Movies;56;100024
25719;04/09/20;Fiction;18;100018
25720;29/04/20;Fiction;3;100003
25721;23/10/20;News;1;100015
25722;29/01/20;Sport;40;100019
25723;19/06/20;Fiction;12;100044
25724;25/05/20;Movies;11;100039
25725;17/08/20;Movies;0;100038
25726;28/08/20;Fiction;10;100043
25727;28/02/20;News;15;100047
25728;19/04/20;Sport;6;100039
25729;23/07/20;Fiction;10;100017
25730;30/01/20;Sport;34;100025
25731;20/01/20;Sport;44;100025
25732;22/08/20;Fiction;4;100034
25733;02/05/20;Fiction;18;100013
25734;28/10/20;Movies;76;100003
25735;21/11/20;Sport;4;100035
25736;28/03/20;News;7;100003
25737;06/10/20;Fiction;27;100019
25738;04/08/20;News;10;100032
25739;11/04/20;Movies;64;100003
25740;16/11/20;Fiction;21;100012
25741;05/12/20;Sport;5;100019
25742;09/09/20;Fiction;24;100004
25743;22/06/20;News;9;100007
25744;19/09/20;Fiction;27;100029
25745;19/11/20;Sport;12;100035
25746;17/05/20;Movies;36;100032
25747;26/11/20;Sport;20;100018
25748;23/12/20;Sport;26;100032
25749;22/01/20;Sport;32;100046
25750;18/04/20;Sport;3;100018
25751;16/05/20;Fiction;5;100039
25752;24/05/20;News;4;100047
25753;17/09/20;Sport;61;100042
25754;21/04/20;Fiction;11;100042
25755;20/03/20;Movies;7;100002
25756;24/11/20;Movies;23;100020
25757;27/08/20;Fiction;24;100013
25758;15/08/20;News;3;100032
25759;03/05/20;Fiction;10;100030
25760;07/02/20;Fiction;1;100017
25761;01/03/20;News;0;100013
25762;05/10/20;News;9;100043
25763;19/03/20;Movies;6;100033
25764;14/10/20;Fiction;2;100001
25765;04/06/20;Fiction;15;100038
25766;11/11/20;News;12;100022
25767;28/10/20;News;6;100021
25768;09/10/20;Sport;2;100013
25769;04/12/20;Sport;13;100021
25770;05/10/20;Fiction;11;100031
25771;23/03/20;Sport;10;100047
25772;25/09/20;Movies;8;100017
25773;04/07/20;Movies;67;100041
25774;07/04/20;Movies;6;100025
25775;30/04/20;Movies;5;100022
25776;14/12/20;Movies;0;100003
25777;30/04/20;News;17;100026
25778;29/12/20;Movies;3;100031
25779;29/12/20;Sport;20;100012
25780;09/07/20;Sport;18;100008
25781;21/05/20;News;0;100024
25782;07/04/20;News;3;100047
25783;19/09/20;Sport;56;100023
25784;07/12/20;Movies;4;100043
25785;14/10/20;Fiction;9;100012
25786;16/06/20;Fiction;0;100000
25787;16/12/20;News;2;100033
25788;18/01/20;Fiction;4;100006
25789;19/11/20;Fiction;14;100033
25790;12/09/20;News;11;100002
25791;03/11/20;Fiction;17;100012
25792;05/10/20;Sport;26;100013
25793;14/07/20;Movies;9;100038
25794;23/12/20;Movies;1;100024
25795;14/10/20;Fiction;1;100030
25796;06/12/20;Fiction;14;100004
25797;19/09/20;Fiction;17;100033
25798;17/11/20;Movies;20;100046
25799;11/02/20;Sport;18;100038
25800;25/01/20;Fiction;21;100005
25801;02/06/20;Fiction;24;100047
25802;04/06/20;Fiction;7;100021
25803;18/07/20;Sport;1;100041
25804;20/07/20;Movies;50;100033
25805;06/03/20;Fiction;26;100011
25806;10/05/20;Sport;21;100045
25807;10/07/20;Sport;7;100012
25808;22/04/20;Movies;8;100047
25809;16/10/20;Fiction;24;100006
25810;11/09/20;News;8;100034
25811;11/09/20;Sport;24;100024
25812;01/09/20;Movies;52;100021
25813;30/01/20;News;3;100024
25814;18/05/20;Sport;18;100042
25815;12/08/20;Sport;45;100003
25816;21/01/20;Sport;19;100016
25817;27/05/20;Movies;8;100042
25818;21/05/20;Sport;18;100014
25819;27/06/20;Sport;37;100015
25820;10/03/20;Fiction;14;100000
25821;02/12/20;Sport;54;100034
25822;01/09/20;Fiction;24;100026
25823;15/11/20;Sport;10;100037
25824;27/07/20;Sport;25;100025
25825;03/03/20;Sport;27;100039
25826;02/02/20;News;16;100028
25827;17/12/20;Fiction;4;100039
25828;10/01/20;Movies;11;100006
25829;13/12/20;Fiction;9;100032
25830;06/01/20;Fiction;7;100033
25831;13/10/20;Fiction;28;100041
25832;21/06/20;News;10;100036
25833;01/09/20;Movies;92;100037
25834;28/02/20;Sport;9;100030
25835;02/10/20;Fiction;18;100014
25836;28/07/20;Sport;22;100029
25837;20/03/20;News;5;100042
25838;15/09/20;Sport;31;100005
25839;24/01/20;Sport;8;100021
25840;04/10/20;Fiction;15;100048
25841;27/07/20;Movies;1;100028
25842;08/10/20;News;15;100044
25843;01/02/20;News;8;100002
25844;16/01/20;Fiction;7;100025
25845;16/12/20;Sport;57;100016
25846;18/11/20;Fiction;4;100010
25847;15/06/20;Fiction;4;100005
25848;14/05/20;Fiction;20;100046
25849;20/03/20;News;15;100037
25850;12/07/20;Movies;39;100011
25851;02/11/20;News;11;100009
25852;17/05/20;Movies;58;100004
25853;05/09/20;Fiction;4;100019
25854;10/03/20;Fiction;1;100045
25855;12/04/20;Fiction;1;100005
25856;29/01/20;Fiction;21;100046
25857;07/05/20;News;0;100009
25858;19/02/20;Movies;43;100041
25859;09/01/20;News;2;100005
25860;22/04/20;Movies;68;100029
25861;22/03/20;News;5;100036
25862;11/06/20;News;12;100021
25863;05/05/20;Fiction;7;100003
25864;26/04/20;Sport;15;100035
25865;04/11/20;News;16;100001
25866;18/03/20;News;12;100004
25867;06/09/20;Movies;58;100005
25868;29/10/20;Fiction;4;100015
25869;16/05/20;Fiction;10;100034
25870;08/06/20;News;16;100046
25871;09/07/20;Sport;24;100049
25872;10/12/20;Movies;49;100002
25873;08/03/20;Sport;45;100004
25874;29/05/20;News;5;100017
25875;22/07/20;Sport;4;100039
25876;11/06/20;Fiction;20;100045
25877;03/02/20;Fiction;30;100041
25878;03/03/20;Movies;46;100039
25879;04/06/20;Sport;60;100021
25880;16/02/20;Movies;2;100023
25881;29/10/20;Sport;16;100033
25882;26/05/20;Movies;4;100027
25883;10/07/20;News;1;100045
25884;24/10/20;Fiction;1;100046
25885;15/02/20;Movies;5;100017
25886;12/12/20;Movies;6;100008
25887;23/03/20;Sport;4;100034
25888;13/10/20;Movies;47;100037
25889;26/09/20;News;9;100007
25890;28/08/20;Sport;33;100026
25891;06/07/20;Movies;82;100036
25892;19/08/20;News;3;100016
25893;10/01/20;Fiction;19;100008
25894;29/01/20;Movies;4;100044
25895;04/10/20;Sport;9;100034
25896;19/10/20;Sport;46;100044
25897;07/02/20;Movies;32;100009
25898;16/12/20;Movies;22;100004
25899;12/12/20;Sport;6;100004
25900;24/01/20;Fiction;7;100039
25901;20/03/20;Sport;27;100038
25902;10/09/20;News;0;100040
25903;21/11/20;Sport;3;100001
25904;25/07/20;Sport;16;100001
25905;21/01/20;Movies;7;100009
25906;23/02/20;News;13;100005
25907;22/09/20;News;11;100000
25908;09/03/20;Movies;26;100022
25909;03/11/20;Movies;10;100014
25910;05/06/20;Fiction;26;100036
25911;16/02/20;Movies;2;100031
25912;15/02/20;Fiction;17;100008
25913;21/10/20;Fiction;22;100012
25914;14/06/20;Sport;9;100011
25915;14/10/20;Movies;78;100038
25916;06/02/20;Sport;10;100013
25917;13/02/20;Fiction;20;100019
25918;12/07/20;Movies;32;100049
25919;13/10/20;News;2;100036
25920;01/07/20;Movies;7;100035
25921;22/03/20;Sport;27;100039
25922;02/02/20;Sport;9;100003
25923;10/05/20;Sport;0;100033
25924;20/10/20;News;15;100003
25925;20/04/20;News;15;100046
25926;01/08/20;Sport;8;100014
25927;23/10/20;Sport;8;100032
25928;28/05/20;Sport;9;100022
25929;23/01/20;Fiction;12;100003
25930;25/05/20;News;11;100019
25931;06/12/20;Fiction;26;100025
25932;25/08/20;Fiction;28;100049
25933;24/03/20;Fiction;14;100024
25934;21/04/20;Fiction;13;100034
25935;22/04/20;Fiction;26;100031
25936;31/10/20;Movies;5;100039
25937;30/04/20;Sport;2;100015
25938;06/04/20;Fiction;7;100003
25939;28/08/20;Sport;0;100006
25940;29/09/20;Sport;1;100046
25941;06/12/20;Sport;15;100046
25942;06/04/20;Movies;10;100007
25943;02/08/20;Fiction;2;100027
25944;26/11/20;Sport;8;100033
25945;16/09/20;Sport;21;100046
25946;23/05/20;Fiction;6;100047
25947;05/11/20;Movies;10;100036
25948;20/01/20;Movies;114;100044
25949;30/12/20;Fiction;21;100037
25950;20/03/20;Fiction;11;100009
25951;13/06/20;Fiction;24;100047
25952;06/04/20;Fiction;11;100044
25953;14/10/20;News;15;100026
25954;19/07/20;Movies;11;100007
25955;12/11/20;Sport;15;100010
25956;06/10/20;Sport;35;100006
25957;10/03/20;Movies;16;100012
25958;03/06/20;News;17;100002
25959;28/03/20;Sport;34;100032
25960;04/08/20;News;9;100015
25961;04/08/20;Sport;2;100048
25962;12/05/20;Movies;4;100040
25963;26/05/20;Sport;1;100011
25964;12/05/20;Fiction;7;100017
25965;23/12/20;Movies;2;100004
25966;28/03/20;Sport;3;100000
25967;10/10/20;News;14;100005
25968;21/11/20;News;5;100037
25969;06/09/20;Fiction;23;100004
25970;03/05/20;Fiction;30;100014
25971;21/02/20;Fiction;9;100006
25972;05/09/20;Fiction;27;100045
25973;07/09/20;Movies;39;100033
25974;16/07/20;Sport;4;100008
25975;14/04/20;Movies;3;100036
25976;01/01/20;News;15;100037
25977;18/11/20;Sport;19;100037
25978;25/10/20;News;18;100038
25979;26/02/20;Sport;10;100041
25980;09/10/20;Sport;33;100048
25981;04/03/20;News;12;100020
25982;22/02/20;Sport;19;100021
25983;18/01/20;Movies;68;100031
25984;20/03/20;Sport;21;100033
25985;31/05/20;Sport;24;100002
25986;09/01/20;Movies;3;100022
25987;11/04/20;Movies;2;100041
25988;30/08/20;News;3;100035
25989;27/12/20;News;17;100039
25990;10/10/20;Fiction;26;100016
25991;07/06/20;Movies;7;100001
25992;07/11/20;Sport;5;100000
25993;10/07/20;Movies;0;100022
25994;13/11/20;Fiction;27;100012
25995;05/11/20;Fiction;25;100022
25996;20/05/20;Movies;8;100048
25997;26/04/20;News;7;100015
25998;22/07/20;News;3;100023
25999;12/06/20;Fiction;18;100046
26000;20/02/20;Fiction;15;100005
26001;01/10/20;Sport;39;100015
26002;04/10/20;Fiction;25;100007
26003;12/10/20;News;0;100006
26004;19/11/20;Sport;22;100049
26005;30/12/20;Movies;5;100034
26006;25/05/20;Sport;18;100010
26007;14/02/20;Fiction;25;100029
26008;08/02/20;Fiction;1;100030
26009;17/10/20;Fiction;26;100008
26010;17/03/20;News;12;100017
26011;04/10/20;Sport;27;100019
26012;18/05/20;News;15;100016
26013;04/01/20;Sport;12;100017
26014;23/12/20;Movies;8;100020
26015;11/07/20;Fiction;2;100016
26016;04/12/20;Fiction;0;100041
26017;30/08/20;Sport;81;100044
26018;22/09/20;Fiction;2;100016
26019;22/02/20;Sport;28;100010
26020;07/08/20;Fiction;7;100040
26021;27/08/20;News;0;100038
26022;17/07/20;News;0;100041
26023;25/03/20;Movies;13;100024
26024;20/04/20;Fiction;1;100039
26025;01/04/20;News;11;100013
26026;18/03/20;Sport;7;100002
26027;30/04/20;Movies;9;100001
26028;30/08/20;Fiction;4;100033
26029;20/09/20;Sport;18;100041
26030;17/03/20;Movies;120;100036
26031;25/03/20;Sport;0;100043
26032;19/05/20;News;17;100005
26033;03/07/20;Sport;1;100043
26034;02/01/20;Fiction;27;100019
26035;07/04/20;Fiction;11;100035
26036;12/02/20;Sport;37;100047
26037;10/12/20;Fiction;23;100044
26038;01/12/20;Movies;0;100039
26039;11/11/20;Fiction;12;100028
26040;21/09/20;Movies;5;100024
26041;13/09/20;Movies;10;100021
26042;21/03/20;News;15;100019
26043;21/05/20;Fiction;24;100015
26044;18/06/20;News;8;100014
26045;23/11/20;Movies;64;100007
26046;21/10/20;News;5;100022
26047;26/05/20;Fiction;3;100021
26048;02/01/20;Movies;7;100002
26049;23/07/20;Movies;10;100048
26050;01/08/20;Fiction;23;100048
26051;22/01/20;News;16;100015
26052;16/05/20;Movies;43;100012
26053;02/03/20;Fiction;14;100008
26054;28/04/20;Movies;9;100029
26055;24/08/20;Movies;24;100022
26056;10/02/20;Fiction;6;100012
26057;03/07/20;Sport;20;100048
26058;18/05/20;Movies;12;100003
26059;27/10/20;Sport;77;100032
26060;07/08/20;Sport;16;100036
26061;25/08/20;Fiction;19;100026
26062;09/09/20;Fiction;15;100035
26063;21/08/20;Sport;34;100006
26064;01/03/20;News;5;100034
26065;23/12/20;Movies;1;100048
26066;22/01/20;Movies;0;100025
26067;13/04/20;Sport;0;100008
26068;19/05/20;Movies;2;100049
26069;13/03/20;Movies;4;100046
26070;19/05/20;News;17;100048
26071;15/02/20;News;17;100022
26072;16/11/20;Fiction;26;100038
26073;08/01/20;Movies;11;100017
26074;01/03/20;News;17;100047
26075;01/12/20;Sport;6;100047
26076;30/06/20;Movies;1;100002
26077;19/08/20;Sport;10;100016
26078;24/09/20;Fiction;0;100030
26079;25/01/20;Sport;22;100036
26080;06/05/20;Movies;18;100008
26081;08/03/20;Movies;72;100000
26082;23/05/20;Fiction;28;100016
26083;14/05/20;Movies;6;100032
26084;06/05/20;Sport;3;100041
26085;03/07/20;Movies;8;100016
26086;21/11/20;News;1;100043
26087;15/03/20;Fiction;20;100014
26088;17/01/20;Fiction;1;100040
26089;12/12/20;Fiction;29;100012
26090;07/02/20;Sport;7;100005
26091;11/05/20;Fiction;16;100019
26092;08/08/20;News;11;100023
26093;03/05/20;News;9;100025
26094;15/12/20;Fiction;28;100046
26095;24/10/20;Fiction;19;100011
26096;10/01/20;News;15;100044
26097;30/11/20;News;6;100034
26098;22/07/20;Fiction;4;100005
26099;17/11/20;Sport;70;100027
26100;02/07/20;Sport;12;100048
26101;04/11/20;Sport;24;100046
26102;22/12/20;News;10;100036
26103;31/05/20;Fiction;9;100022
26104;14/07/20;Fiction;2;100027
26105;03/05/20;Sport;10;100046
26106;24/11/20;Fiction;4;100010
26107;10/09/20;News;1;100019
26108;04/06/20;Movies;58;100024
26109;02/08/20;Fiction;20;100016
26110;20/03/20;Fiction;15;100011
26111;23/08/20;Sport;18;100023
26112;06/05/20;Sport;53;100034
26113;27/08/20;Movies;4;100006
26114;02/11/20;Movies;3;100036
26115;27/06/20;Fiction;27;100034
26116;29/05/20;Sport;34;100032
26117;09/12/20;Movies;32;100020
26118;28/07/20;News;16;100040
26119;21/05/20;News;2;100044
26120;20/08/20;News;14;100005
26121;16/05/20;Movies;22;100006
26122;03/05/20;News;13;100007
26123;31/05/20;Sport;44;100047
26124;08/12/20;Sport;11;100024
26125;16/05/20;News;5;100045
26126;25/11/20;Sport;9;100008
26127;18/04/20;Sport;30;100004
26128;29/09/20;Sport;19;100036
26129;03/05/20;News;13;100042
26130;09/12/20;Fiction;12;100042
26131;08/02/20;Movies;1;100049
26132;30/01/20;Sport;0;100024
26133;25/08/20;Fiction;24;100028
26134;06/11/20;News;14;100000
26135;11/03/20;Movies;8;100004
26136;17/12/20;Sport;5;100013
26137;14/01/20;News;14;100020
26138;07/08/20;News;2;100047
26139;21/11/20;Movies;1;100001
26140;04/02/20;Fiction;19;100018
26141;17/12/20;Fiction;8;100015
26142;01/03/20;Movies;54;100024
26143;16/01/20;Movies;10;100020
26144;23/05/20;Movies;7;100013
26145;23/08/20;Fiction;22;100035
26146;26/10/20;Movies;24;100043
26147;04/02/20;Sport;0;100027
26148;18/05/20;News;12;100018
26149;24/03/20;Sport;2;100029
26150;29/10/20;News;0;100037
26151;04/01/20;News;14;100024
26152;10/07/20;Sport;18;100039
26153;26/03/20;Sport;78;100003
26154;27/04/20;Fiction;14;100038
26155;26/02/20;Sport;26;100037
26156;15/12/20;Movies;9;100000
26157;13/01/20;News;0;100020
26158;11/03/20;News;1;100042
26159;31/01/20;News;7;100011
26160;04/09/20;Sport;25;100025
26161;21/02/20;Movies;44;100036
26162;14/12/20;Fiction;28;100041
26163;17/09/20;Movies;49;100016
26164;11/04/20;Fiction;2;100023
26165;05/05/20;Fiction;4;100041
26166;24/10/20;Fiction;14;100014
26167;08/12/20;Sport;16;100010
26168;30/01/20;Sport;27;100049
26169;06/04/20;News;7;100004
26170;25/01/20;News;10;100024
26171;11/11/20;Fiction;20;100011
26172;06/06/20;News;9;100027
26173;28/07/20;News;15;100036
26174;01/08/20;News;3;100015
26175;24/03/20;Fiction;25;100013
26176;02/11/20;Movies;6;100048
26177;15/07/20;Sport;35;100030
26178;09/11/20;News;0;100025
26179;07/11/20;Movies;26;100022
26180;23/04/20;Fiction;8;100040
26181;02/09/20;Sport;10;100031
26182;03/02/20;News;17;100033
26183;21/06/20;Fiction;27;100008
26184;03/03/20;Fiction;14;100034
26185;03/12/20;Fiction;10;100008
26186;14/01/20;Sport;7;100045
26187;23/08/20;Sport;34;100027
26188;28/05/20;Sport;22;100010
26189;19/12/20;News;12;100004
26190;05/04/20;Fiction;4;100019
26191;10/07/20;Movies;17;100003
26192;11/05/20;News;17;100043
26193;29/09/20;Movies;11;100035
26194;27/10/20;Movies;16;100015
26195;06/10/20;News;15;100048
26196;27/06/20;News;8;100049
26197;21/05/20;Movies;6;100036
26198;03/06/20;Fiction;11;100028
26199;05/10/20;News;15;100000
26200;04/12/20;Fiction;15;100024
26201;10/02/20;Sport;11;100025
26202;26/08/20;Sport;26;100030
26203;09/03/20;Movies;13;100014
26204;04/03/20;Movies;5;100025
26205;10/04/20;Fiction;6;100032
26206;04/07/20;Sport;51;100036
26207;31/10/20;Fiction;16;100018
26208;26/02/20;Sport;15;100033
26209;29/05/20;Fiction;16;100048
26210;02/04/20;Fiction;29;100018
26211;26/04/20;Fiction;22;100019
26212;15/08/20;Movies;7;100004
26213;11/07/20;News;16;100043
26214;11/03/20;Movies;3;100030
26215;01/03/20;Sport;36;100036
26216;11/08/20;Fiction;22;100011
26217;08/02/20;Movies;4;100039
26218;20/12/20;News;14;100018
26219;19/02/20;Sport;3;100009
26220;16/10/20;News;7;100021
26221;31/10/20;Movies;1;100002
26222;05/08/20;News;0;100002
26223;24/03/20;Fiction;15;100020
26224;14/01/20;News;1;100002
26225;28/07/20;News;7;100002
26226;03/09/20;News;15;100024
26227;20/09/20;Movies;4;100025
26228;26/03/20;News;17;100043
26229;29/08/20;News;16;100040
26230;10/07/20;Sport;16;100006
26231;05/02/20;Sport;39;100003
26232;21/11/20;News;16;100014
26233;28/12/20;Sport;60;100015
26234;02/03/20;News;5;100023
26235;05/06/20;Movies;5;100001
26236;15/05/20;Fiction;29;100042
26237;12/11/20;Movies;8;100020
26238;30/01/20;Fiction;10;100028
26239;21/05/20;Movies;2;100026
26240;04/05/20;News;11;100042
26241;02/03/20;Fiction;14;100014
26242;23/12/20;Fiction;17;100008
26243;25/12/20;Fiction;20;100002
26244;29/11/20;Sport;26;100045
26245;12/06/20;Sport;25;100039
26246;27/01/20;Sport;18;100041
26247;24/08/20;News;5;100043
26248;15/06/20;Sport;1;100009
26249;30/06/20;Movies;11;100003
26250;28/11/20;Sport;8;100034
26251;09/08/20;News;9;100040
26252;20/03/20;Sport;30;100047
26253;22/04/20;Movies;70;100027
26254;17/01/20;Movies;3;100027
26255;30/12/20;News;5;100045
26256;29/06/20;Fiction;4;100045
26257;15/10/20;Fiction;30;100029
26258;23/01/20;Movies;0;100044
26259;02/03/20;Sport;40;100029
26260;08/07/20;Sport;33;100004
26261;08/01/20;News;13;100041
26262;20/04/20;News;2;100006
26263;03/04/20;News;12;100033
26264;26/09/20;Sport;58;100011
26265;16/09/20;Fiction;5;100033
26266;25/06/20;Fiction;5;100019
26267;09/04/20;Fiction;3;100007
26268;11/04/20;Fiction;25;100049
26269;20/10/20;Fiction;22;100048
26270;12/03/20;Movies;4;100004
26271;30/12/20;News;8;100029
26272;03/06/20;Sport;25;100010
26273;09/08/20;Fiction;15;100033
26274;21/11/20;Sport;4;100032
26275;13/08/20;Sport;135;100040
26276;19/04/20;Sport;2;100002
26277;19/08/20;Fiction;20;100003
26278;11/10/20;Fiction;7;100016
26279;08/11/20;Fiction;28;100035
26280;23/08/20;News;6;100024
26281;30/10/20;Sport;6;100016
26282;24/03/20;Fiction;16;100022
26283;18/09/20;Fiction;22;100001
26284;28/09/20;Fiction;25;100034
26285;13/11/20;Movies;12;100015
26286;01/10/20;Sport;67;100019
26287;09/11/20;Fiction;14;100013
26288;25/05/20;Fiction;10;100015
26289;30/10/20;News;8;100011
26290;01/08/20;News;7;100013
26291;30/05/20;Fiction;26;100035
26292;24/04/20;Fiction;22;100009
26293;11/01/20;News;2;100041
26294;25/10/20;Movies;4;100038
26295;28/01/20;Sport;14;100009
26296;25/06/20;Sport;38;100048
26297;22/10/20;Movies;9;100045
26298;04/03/20;Movies;11;100048
26299;16/02/20;Sport;44;100021
26300;29/12/20;Sport;12;100043
26301;22/02/20;Fiction;18;100041
26302;16/02/20;Sport;1;100019
26303;10/02/20;Sport;30;100016
26304;04/12/20;Sport;12;100022
26305;02/07/20;Fiction;8;100043
26306;17/03/20;Sport;2;100013
26307;18/11/20;News;12;100045
26308;09/02/20;Sport;8;100003
26309;30/03/20;News;10;100016
26310;15/09/20;Sport;30;100030
26311;19/11/20;Fiction;18;100040
26312;04/06/20;Fiction;25;100018
26313;12/02/20;Sport;58;100049
26314;11/08/20;News;5;100033
26315;18/11/20;Fiction;30;100021
26316;14/04/20;Movies;9;100041
26317;25/03/20;Sport;2;100002
26318;23/02/20;News;3;100009
26319;21/01/20;Movies;6;100040
26320;24/07/20;Movies;34;100035
26321;23/07/20;Fiction;27;100045
26322;28/02/20;Fiction;1;100010
26323;18/05/20;News;11;100031
26324;30/08/20;News;10;100005
26325;07/08/20;News;13;100033
26326;20/07/20;Fiction;19;100022
26327;04/03/20;Fiction;18;100030
26328;25/09/20;Sport;35;100012
26329;04/12/20;News;9;100014
26330;13/07/20;Sport;4;100020
26331;11/08/20;Fiction;17;100002
26332;31/10/20;Fiction;14;100022
26333;05/11/20;Sport;7;100016
26334;20/07/20;Fiction;16;100046
26335;29/05/20;Movies;68;100015
26336;03/12/20;Fiction;10;100004
26337;15/06/20;Movies;6;100041
26338;14/09/20;Fiction;10;100011
26339;25/08/20;Movies;42;100049
26340;30/10/20;News;14;100016
26341;13/01/20;Sport;51;100034
26342;13/05/20;Sport;25;100025
26343;01/07/20;Movies;2;100041
